Weight,HDon,HAcc,XlogP,TPSA,Polariz,Dipole,LogS,2DACorr_Ident_1,2DACorr_Ident_2,2DACorr_Ident_3,2DACorr_Ident_4,2DACorr_Ident_5,2DACorr_Ident_6,2DACorr_Ident_7,2DACorr_Ident_8,2DACorr_Ident_9,2DACorr_Ident_10,2DACorr_Ident_11,2DACorr_SigChg_1,2DACorr_SigChg_2,2DACorr_SigChg_3,2DACorr_SigChg_4,2DACorr_SigChg_5,2DACorr_SigChg_6,2DACorr_SigChg_7,2DACorr_SigChg_8,2DACorr_SigChg_9,2DACorr_SigChg_10,2DACorr_SigChg_11,2DACorr_PiChg_1,2DACorr_PiChg_2,2DACorr_PiChg_3,2DACorr_PiChg_4,2DACorr_PiChg_5,2DACorr_PiChg_6,2DACorr_PiChg_7,2DACorr_PiChg_8,2DACorr_PiChg_9,2DACorr_PiChg_10,2DACorr_PiChg_11,2DACorr_TotChg_1,2DACorr_TotChg_2,2DACorr_TotChg_3,2DACorr_TotChg_4,2DACorr_TotChg_5,2DACorr_TotChg_6,2DACorr_TotChg_7,2DACorr_TotChg_8,2DACorr_TotChg_9,2DACorr_TotChg_10,2DACorr_TotChg_11,2DACorr_SigEN_1,2DACorr_SigEN_2,2DACorr_SigEN_3,2DACorr_SigEN_4,2DACorr_SigEN_5,2DACorr_SigEN_6,2DACorr_SigEN_7,2DACorr_SigEN_8,2DACorr_SigEN_9,2DACorr_SigEN_10,2DACorr_SigEN_11,2DACorr_PiEN_1,2DACorr_PiEN_2,2DACorr_PiEN_3,2DACorr_PiEN_4,2DACorr_PiEN_5,2DACorr_PiEN_6,2DACorr_PiEN_7,2DACorr_PiEN_8,2DACorr_PiEN_9,2DACorr_PiEN_10,2DACorr_PiEN_11,2DACorr_LpEN_1,2DACorr_LpEN_2,2DACorr_LpEN_3,2DACorr_LpEN_4,2DACorr_LpEN_5,2DACorr_LpEN_6,2DACorr_LpEN_7,2DACorr_LpEN_8,2DACorr_LpEN_9,2DACorr_LpEN_10,2DACorr_LpEN_11,2DACorr_Polariz_1,2DACorr_Polariz_2,2DACorr_Polariz_3,2DACorr_Polariz_4,2DACorr_Polariz_5,2DACorr_Polariz_6,2DACorr_Polariz_7,2DACorr_Polariz_8,2DACorr_Polariz_9,2DACorr_Polariz_10,2DACorr_Polariz_11,CTAB_NAME,Name_of_compounds,@recordNo
296.403,2,2,4.19224,40.46,33.972,2.48747,-4.39329,22,25,40,46,36,26,20,16,11,7,3,0.353564,-0.0786001,0.0225182,0.170247,0.0885729,0.0515696,0.0517486,0.0685773,0.0539958,-0.0599922,0.160676,0.00389966,-0.000976114,-9.66508e-05,-0.000278533,-0.00059853,2.42224e-16,0.000113115,-0.000190314,0.000464791,-0.000552948,-9.28003e-05,0.335482,-0.0891433,0.0503417,0.162873,0.0943539,0.0512874,0.0572645,0.058411,0.0774778,-0.0631294,0.145229,1565.97,1753.46,2745.29,3093.84,2404.79,1790.4,1438.66,1200.93,882.101,593.081,284.119,301.583,253.685,273.569,185.095,35.5306,0,48.9204,132.064,160.026,112.709,91.0956,29.0127,0,0,0,0,0,0,0,0,0,14.2247,1955.03,2443.55,3857.95,4093.96,3130.18,2218.68,1589.12,1136.13,678.037,351.096,118.611,2022,"17alpha ethynyl estradiol",@31
465.628,4,6,3.77505,84.83,53.445,3.72428,-5.34246,34,37,54,58,51,50,44,39,39,37,35,0.740515,-0.220123,0.0230229,0.383922,-0.047285,0.321641,0.154131,0.0165456,0.285592,0.00624677,0.144432,0.0724074,-0.012433,-0.0220343,-0.00224436,0.00106776,-0.0059767,0.00798528,0.00159609,-0.00792213,-0.00201777,0.0127269,0.871983,-0.318685,0.0331821,0.36357,-0.0910411,0.394383,0.191187,-0.043744,0.306428,0.0284107,0.130479,2565.05,2746.62,3924.04,4210.38,3803.57,3727.91,3238.42,2842.34,2829.05,2662.32,2587.11,579.86,522.371,561.769,411.376,249.038,254.933,187.833,163.71,177.445,179.656,226.987,66.5068,0,12.5582,18.7958,0,12.0455,2.78597,6.9855,29.8508,0,17.1192,2692.66,3172.35,4515.5,4707.54,4012.8,3759.63,3352.44,3071.54,3000.21,2818.23,2571.06,1855,Jdtic,@32
314.36,2,5,3.12437,86.19,34.752,2.57307,-4.89941,22,24,35,34,32,28,22,19,18,9,7,0.397555,-0.152813,0.00482325,-0.000372918,0.106704,0.112636,0.0364255,-0.26531,0.241789,0.0324717,0.0619052,0.372108,-0.240268,0.0591634,-0.0112724,0.00953905,-0.0302658,0.0546828,-0.0254521,0.00282809,-0.00411019,0.00181841,1.09027,-0.750509,0.234014,-0.00645032,0.161286,0.0766059,0.230741,-0.636807,0.392847,0.0172175,0.0918405,2172.77,2291.32,3339.32,3024.66,2880.11,2433.74,1940.67,1919.11,2070.1,918.475,730.867,845.776,897.682,1135.43,1072.87,941.874,763.29,669.328,675.8,560.322,391.328,282.145,271.878,157.77,34.2023,0,0,0,0,125.813,92.4043,0,0,1982.23,2336.35,3331.49,3220.25,2873.82,2436.8,1893.41,1521.58,1222.18,631.986,409.247,1792,VALDECOXIB,@33
314.357,0,4,3.19026,60.44,34.388,6.07594,-4.71345,22,24,35,34,32,28,22,18,16,12,7,0.440766,-0.241299,0.0770966,-0.0485269,0.0461658,0.0986889,0.0979808,-0.074558,-0.0475787,0.111527,0.0352485,0.344667,-0.21465,0.0526876,0.00357629,-0.009054,0.0156007,-0.030192,0.0636539,-0.132825,0.079727,-9.25871e-05,1.2447,-0.765931,0.194721,-0.084356,0.0607726,0.135297,0.141061,-0.0874093,-0.395571,0.36617,0.0622016,2156.12,2216.21,3238.8,2995.11,2854.43,2483.9,1962.56,1737.36,1793.65,1384.4,702.872,887.558,879.674,1115.38,1076.11,1001.74,927.055,729.439,629.425,666.153,472.408,243.726,232.301,88.7396,28.3569,0,0,0,0,62.7898,79.3077,24.1057,0,1969.49,2321.24,3303.99,3171.13,2809.06,2361.56,1854.84,1484.83,1173.41,769.834,424.94,1791,ROFECOXIB,@34
489.95,2,7,3.53361,89.43,54.733,6.99704,-6.24225,35,38,54,57,56,56,51,50,46,41,34,0.777,-0.461296,0.250424,0.0335583,-0.06699,0.352336,-0.482789,0.587931,-0.0952851,0.144293,0.0311474,0.303168,0.00307851,-0.186954,-0.0614938,0.0617322,0.0841084,0.0205664,-0.0667117,-0.0821311,0.0362387,0.0683687,1.1767,-0.566162,0.115082,-0.101736,0.172063,0.279655,-0.618994,0.797027,-0.368035,0.337611,0.0710239,3215.39,3363.27,4673.67,4977.1,5064.75,5015.28,4570.47,4496.71,4089.68,3655.43,2940.2,1046.84,1029.01,1358.65,1471,1389.43,1309.85,1327.77,1335.26,1174.23,1092.35,913.823,139.183,0,42.356,0,0,66.6008,36.0681,107.419,0,9.67445,16.7632,3150,3750.6,5393.64,5572.52,5180.13,5013.61,4573.11,4309.12,3822.92,3230.64,2669.49,1797,N-(4-Acetamidophenyl)indomethacinamide,@35
230.259,1,3,2.82934,46.53,26.404,3.3299,-3.00831,17,18,25,26,20,16,12,8,5,4,2,0.452814,-0.211391,0.0541266,0.0508644,0.063093,0.0581808,0.0408244,0.0254457,-0.14141,0.248424,-0.0362532,0.0418168,-0.0123331,-0.00846466,0.00068173,-0.0020151,0.00220451,-0.00674645,0.00853115,0.00129346,-0.00405995,1.43929e-16,0.577545,-0.321317,0.09724,0.0500477,0.062665,0.0600222,0.0228547,0.090482,-0.198442,0.268582,-0.0425945,1472.8,1512.95,2026.44,2047.01,1633.95,1345.91,1046.17,755.275,499.016,405.668,204.154,512.717,478.624,597.3,603.1,503.164,378.702,277.551,201.07,131.431,99.9156,0,53.1391,0,16.9559,0,0,0,0,0,0,35.618,0,1313.57,1531.46,2118.61,2069.86,1479.43,1082.64,706.905,413.986,225.956,132.932,47.3585,1778,"(-) Naproxen",@36
138.121,2,3,2.2083,57.53,13.629,3.33689,-2.13287,10,10,13,12,8,2,0,0,0,0,0,0.465762,-0.194507,0.0296174,-0.149308,0.29788,0.0350215,0,0,0,0,0,0.0499419,-0.0197805,0.00600853,-0.00937979,0.00126069,-0.00307984,0,0,0,0,0,0.599773,-0.333608,0.160439,-0.270532,0.369031,0.0263697,0,0,0,0,0,1000.81,959.009,1228.99,1151.42,825.728,199.184,0,0,0,0,0,384.213,356.423,466.71,456.389,331.497,85.8872,0,0,0,0,0,50.6287,0,15.9164,0,33.874,0,0,0,0,0,0,469.645,516.114,642.162,530.137,264.844,63.5227,0,0,0,0,0,1777,Salicylate,@37
296.148,2,3,3.939,49.33,30.908,2.89126,-4.71197,19,20,27,27,24,24,22,15,10,2,0,0.425785,-0.188523,0.00618586,0.0858749,-0.0643339,0.241569,0.0509542,-0.178405,0.181736,0.0349868,0,0.0693635,-0.00978313,-0.0277395,0.00534965,0.00494477,-0.00979563,-0.00647019,0.00991087,-0.00365933,0.0025607,0,0.508952,-0.270881,0.0670492,0.073436,-0.118236,0.254393,0.0308109,-0.158633,0.192209,0.0583123,0,1745.35,1750.04,2323.23,2319.7,2164.42,2124.53,1928.24,1442.37,1098.01,198.475,0,612.938,575.673,717.933,743.539,736.398,729.685,614.522,495.467,414.392,81.8248,0,113.978,0,16.9377,49.9511,28.8996,38.4432,0,0,88.9663,0,0,1638.27,1887.08,2530.97,2508.37,2039.57,1885.24,1557.35,904.683,418.446,74.2088,0,1779,Diclofenac,@38
155.194,0,3,0.144087,29.54,16.562,2.04732,-0.682884,11,11,14,13,9,6,2,0,0,0,0,0.374419,-0.201944,0.066602,-0.0641942,0.185695,-0.0182544,-0.000111323,0,0,0,0,0.0487877,-0.0172035,0.00404349,-0.0112339,4.09758e-17,4.8894e-16,2.14681e-30,0,0,0,0,0.521561,-0.314609,0.176902,-0.183108,0.233154,-0.0180052,-0.000111323,0,0,0,0,987.357,963.36,1201.27,1124.47,786.391,524.966,136.185,0,0,0,0,223.889,162.674,184.14,115.552,25.0271,0,0,0,0,0,0,37.0628,0,16.467,0,13.7421,0,0,0,0,0,0,528.032,575.257,715.647,608.815,369.212,206.07,60.3751,0,0,0,0,1749,Arecoline,@39
263.375,1,3,2.3738,32.7,30.635,2.99111,-2.57752,19,20,28,30,28,27,19,11,6,2,0,0.413746,-0.0889859,0.0192574,0.0660615,0.124676,0.209827,0.00175849,0.138721,-0.0133648,-0.00105149,0,0.00341259,-0.000452482,-0.000425254,-0.000297924,-0.000530636,-3.49051e-17,3.35673e-16,-2.61794e-16,-1.13171e-16,1.61493e-29,0,0.397153,-0.0963718,0.03704,0.0762778,0.121739,0.215791,-0.00850425,0.133862,-0.0135861,-0.00105149,0,1355.39,1438.38,1992.31,2129.08,1982.17,1898.47,1320.52,778.638,430.776,134.518,0,242.03,222.815,274.466,202.605,88.8682,57.7114,18.5993,19.469,0,0,0,32.2822,0,0,0,5.43623,14.3668,0,6.98361,0,0,0,1365.03,1589.14,2229.35,2311.12,1980.96,1687.69,1078.32,554.051,248.966,59.3636,0,1664,Tramadol,@40
342.823,1,5,1.77821,42.31,38.992,10.7312,-3.85447,24,27,39,45,43,43,34,24,14,5,2,0.418073,-0.076235,-0.0656921,0.13796,0.077121,0.10889,0.106902,0.0747635,0.0166517,0.0471946,0.00136835,0.356129,0.0203326,0.178249,-0.271196,-0.0960306,-0.0163075,0.00429537,0.00290406,-0.00031189,-1.93873e-16,-1.8406e-17,0.865261,-0.25638,0.150139,-0.299936,0.124396,0.0951906,0.0366931,0.252215,0.0512334,0.0503444,0.00143538,1982.78,2231.42,3250.94,3850.59,3656.66,3485.84,2631.2,1845.45,1078.93,372.304,153.885,600.244,650.78,952.958,1137.66,954.477,716.976,405.986,192.704,92.6226,18.9445,0,115.583,27.6604,31.3284,33.7998,37.007,36.4997,34.6681,0.691104,0,8.89671,0,2407.73,2911.27,4249.18,4994.43,4442.89,4001.58,2866.71,1784.71,902.914,293.733,93.9292,1756,"Clozapine-N Oxide",@41
206.281,1,2,3.64579,37.3,24.002,2.00513,-3.11932,15,15,20,19,16,12,7,6,6,4,0,0.307765,-0.137435,0.0479546,0.0384321,0.0591356,0.0729543,0.023752,-0.00287249,-0.00328779,0.0752435,0,0.0380033,-0.0117087,-0.00776548,0.000730883,-0.000654813,0.00103928,-0.000642824,1.88908e-16,-9.55785e-16,7.51135e-16,0,0.449727,-0.239295,0.0677865,0.0386781,0.0568892,0.0849011,0.02231,-0.00466729,-0.0121116,0.088405,0,1201.87,1167.8,1518.29,1430.63,1223.55,934.62,540.565,458.66,465.349,355.712,0,347.151,287.516,281.457,251.905,243.27,206.312,85.6408,0,0,0,0,34.6299,0,16.9558,0,0,0,0,0,0,0,0,923.455,1019.42,1302.92,1198.77,917.915,657.69,397.412,299.481,235.413,109.522,0,1783,(S)-(+)-ibuprofen,@42
331.348,2,7,3.0337,99.6,34.798,2.14443,-4.99669,23,25,37,42,39,32,24,22,17,10,4,0.64558,-0.32256,0.133938,-0.0675005,-0.115806,0.354244,0.0102925,0.11451,0.0262288,0.0329935,0.00582697,0.447849,-0.208929,-0.0314244,0.10541,-0.0788659,-0.0238708,-0.0561822,0.102065,-0.0433021,0.0106165,0.00100961,1.56688,-0.967055,0.354717,-0.0263823,-0.595527,0.747055,-0.207773,0.361215,-0.0309734,0.0714563,0.00422653,2384.7,2491.47,3776.58,4331.21,4130.59,3374.59,2289.57,2135.61,1573.65,839.374,284.06,962.083,1012.63,1304.84,1464.15,1460.7,1142.65,861.031,854.078,639.634,349.348,128.642,291.4,154.178,72.3625,52.3752,209.971,94.3212,26.9726,11.1625,0,0,0,2106.75,2530.47,3732.7,4016.18,3360.75,2601.31,1968.6,1705.86,1232.86,679.184,251.103,1782,Piroxicam,@43
206.281,1,2,3.64579,37.3,24.002,1.98786,-3.11932,15,15,20,19,16,12,7,6,6,4,0,0.307765,-0.137435,0.0479546,0.0384321,0.0591356,0.0729543,0.023752,-0.00287249,-0.00328779,0.0752435,0,0.0380033,-0.0117087,-0.00776548,0.000730874,-0.000654813,0.00103929,-0.000642828,1.88908e-16,-9.55785e-16,7.51135e-16,0,0.449727,-0.239295,0.0677865,0.038678,0.0568892,0.0849011,0.02231,-0.00466729,-0.0121116,0.088405,0,1201.87,1167.8,1518.29,1430.63,1223.55,934.62,540.565,458.66,465.349,355.712,0,347.151,287.516,281.457,251.905,243.27,206.312,85.6408,0,0,0,0,34.6299,0,16.9558,0,0,0,0,0,0,0,0,923.455,1019.42,1302.92,1198.77,917.915,657.69,397.412,299.481,235.413,109.522,0,1784,ibuprofen,@44
180.157,1,4,1.44311,63.6,17.566,2.19888,-1.72403,13,13,17,16,15,11,6,0,0,0,0,0.553547,-0.340127,0.133396,-0.154439,0.28984,-0.197105,0.154467,0,0,0,0,0.0876589,-0.0239853,-0.00679593,-0.0142108,0.0175279,-0.038768,0.0224028,0,0,0,0,0.836383,-0.546966,0.29215,-0.295608,0.396906,-0.413911,0.312041,0,0,0,0,1408.72,1349.57,1715.18,1606.84,1579.01,1191.63,704.539,0,0,0,0,513.742,468.19,582.815,596.184,562.617,369.372,170.668,0,0,0,0,78.7534,0,37.1074,0,45.3372,0,30.2716,0,0,0,0,658.986,732.302,938.088,854.26,637.402,388.173,156.606,0,0,0,0,1780,"Acetylsalicylic acid",@45
308.311,1,7,2.66401,101.22,31.019,3.75462,-4.36268,21,22,31,28,27,29,25,24,19,5,0,0.405598,-0.230578,0.0851334,0.110233,-0.193179,0.234519,-0.0208675,-0.0978753,0.154684,0.0379265,0,0.732156,-0.45869,0.0900757,-0.0384722,0.111227,-0.0170975,0.125411,-0.415225,0.222634,0.0140592,0,1.7165,-1.16672,0.366221,0.0968897,-0.406204,0.542182,0.144091,-1.01874,0.746616,0.120215,0,2424.89,2355.62,3275.94,2806.08,2871.2,3085.8,2673.58,2808.69,2516.61,555.876,0,1020.2,981.513,1058.81,1061.23,1097.44,1075.84,1076.05,1128.01,659.495,146.287,0,273.011,152.151,56.1367,21.8538,68.2266,73.3112,30.5104,95.2523,51.1982,0,0,1559.56,1777.44,2430.01,2293.55,2121.18,2104.27,1676.99,1326.1,810.961,212.515,0,1781,nimesulide,@46
265.821,1,1,4.87868,12.03,31.289,1.11925,-4.64142,18,19,25,27,27,24,16,9,4,2,0,0.144782,0.000505018,0.0246016,0.0779533,0.117444,0.0502193,0.00419009,0.0540628,-0.00223091,0.0149433,0,0.000335431,-5.47203e-05,-0.000114786,5.30658e-05,-5.12751e-05,3.79149e-17,-4.04329e-17,7.69618e-17,2.73804e-17,-1.24405e-16,0,0.14166,0.00199209,0.0268524,0.0771486,0.116435,0.0557724,0.00462931,0.0498859,-0.00259742,0.0131319,0,1220.65,1278.02,1682.78,1792.2,1734.15,1541.05,1095.89,655.864,311.103,163.465,0,225.213,220.165,253.302,169.555,51.0609,17.4074,8.74103,9.41503,0,0,0,31.2827,0,0,0,0,0,0,8.42473,0,0,0,1414.47,1657.36,2191.09,2270.04,2014.64,1593.16,991.776,510.98,207.554,79.8396,0,542,"cyclobutanemethanamine, N-methyl-1-(4-chloropheny;)-alph-(2-methylpropyl)",@47
284.351,4,6,0.257818,101.65,29.772,3.61048,-1.45713,20,20,27,29,29,30,23,20,12,0,0,0.73723,-0.372302,0.104046,0.268986,-0.348404,0.507144,0.186754,-0.1748,0.265634,0,0,0.109901,-0.0261308,-0.0199427,-0.00206123,0.00504297,-0.0073154,1.89507e-05,-0.0323432,0.0277808,0,0,1.04699,-0.558967,0.190381,0.170952,-0.518546,0.721036,0.168695,-0.389035,0.497662,0,0,1775.82,1714.19,2248.25,2347.29,2445.62,2565.8,1913.51,1787.27,1191.55,0,0,354.421,240.508,228.606,165.039,141.592,222.68,144.953,146.861,115.598,0,0,73.814,0,28.6406,20.5017,5.21317,55.549,33.2705,0,24.5938,0,0,1182.84,1340.76,1798.53,1896.81,1741.11,1569.78,1125.95,747.598,310.527,0,0,4568,"Oseltamivir Acid",@48
312.405,3,6,0.997162,90.65,33.442,3.27249,-2.00748,22,22,29,32,33,34,28,25,17,7,4,0.733725,-0.395872,0.134824,0.241005,-0.34274,0.508306,0.135443,-0.164892,0.278081,-0.0325269,0.0146335,0.109739,-0.0260444,-0.019946,-0.00204567,0.00505768,-0.00740128,1.06697e-05,-0.0322162,0.0277155,6.70606e-16,-7.83207e-16,1.0445,-0.578143,0.222665,0.126905,-0.500423,0.719623,0.11908,-0.370373,0.510226,-0.0513086,0.0226254,1913.16,1874.22,2435.2,2636.66,2763.54,2844.19,2277.86,2147.39,1558.88,513.157,276.87,355.882,241.125,230.069,165.742,141.583,223.218,145.373,147.544,116.446,0,0,75.4684,0,29.2893,20.5017,5.21317,56.4485,34.0114,0,25.1415,0,0,1310.26,1479.67,1976.09,2130.19,2027.83,1886.73,1459.66,1054.64,577.55,235.318,105.213,4567,Tamiflu,@49
251.795,2,1,4.50007,26.02,29.454,1.06956,-4.48795,17,18,24,25,23,19,14,8,3,2,0,0.151805,-0.00241442,0.0257221,0.080341,0.119009,0.0477347,0.00279175,0.0562917,-0.00359863,0.0149433,0,0.00033538,-5.46558e-05,-0.000114858,5.30157e-05,-5.11921e-05,-8.47457e-17,-6.64979e-17,5.66903e-17,-4.21865e-17,4.42097e-17,0,0.148683,-0.000926743,0.0279793,0.0795667,0.117936,0.053494,0.00309777,0.051903,-0.00379917,0.0131319,0,1156.38,1210.88,1615.74,1664.48,1484.75,1232.83,961.328,579.885,224.397,163.465,0,224.959,220.165,253.302,169.092,50.1269,16.4855,8.27809,8.91642,0,0,0,31.0287,0,0,0,0,0,0,7.97856,0,0,0,1313.64,1536.54,2021.38,2020.79,1689.67,1306.39,854.655,439.911,166.425,78.7085,0,541,"cyclobutanemethanamine, 1-(4-chloropheny;)-alph-(2-methylpropyl)",@50
219.237,0,4,1.32552,46.61,22.956,9.20146,-2.22822,16,17,23,22,18,14,11,7,5,3,0,0.456112,-0.275376,0.145331,-0.0517359,0.0724129,-0.12326,0.231471,-0.143678,0.1184,-0.016117,0,0.136889,-0.0099074,-0.0561797,-0.0467357,0.0551462,-0.0113877,0.0122092,-0.00399317,-0.00759603,5.94392e-16,0,0.791063,-0.394442,0.15369,-0.305787,0.297874,-0.192283,0.286634,-0.207693,0.179446,-0.0274669,0,1532.61,1554.25,2094.63,2099.55,1722.33,1232.85,1016.51,675.265,460.04,249.738,0,467.314,431.721,530.245,526.546,393.84,282.062,211.291,90.1154,52.4534,0,0,67.8156,0,34.0314,0,9.79881,0,36.7427,0,13.7919,0,0,942.898,1081.84,1446.77,1284,1010.83,796.14,568.414,324.692,194.831,92.264,0,2667,aniracetam,@51
339.363,2,9,-0.601688,115.54,29.919,4.83386,-1.34751,22,24,41,35,34,35,28,20,8,6,0,1.05519,-0.785221,0.318935,0.218544,-0.275074,0.388958,-0.0654407,0.0917243,0.0830802,0.0150057,0,0.29113,-0.192719,0.0471535,-1.32355e-16,1.01189e-15,-7.19971e-16,-3.03907e-15,3.56295e-15,-9.20195e-16,7.8741e-16,0,1.81078,-1.51619,0.731673,0.26104,-0.595103,0.628573,-0.194431,0.128689,0.142031,0.0264336,0,2296.08,2488.27,4067.51,3261.47,3281.72,3547.3,2924.38,2044.6,977.878,611.038,0,452.014,363.559,276.999,94.3324,180.384,238.614,149.136,123.538,69.51,0,0,344.31,228.736,138.268,80.2874,173.558,173.16,113.841,95.1983,41.1993,0,0,1358.61,1643.92,2624.85,2382.34,2187.87,2010.79,1487.43,906.708,381.931,221.052,0,586,Topiramate,@52
256.091,4,5,2.42376,90.71,25.321,5.85062,-3.93613,16,17,24,25,20,16,11,5,2,0,0,0.397491,-0.200162,0.0483854,-7.4616e-05,0.0544591,0.0542217,0.0622195,-0.0109654,0.0464008,0,0,0.143682,-0.0251181,-0.0310305,0.000508937,-0.0145489,-0.00166613,-0.00432375,0.0028,0.00153736,0,0,0.665131,-0.399985,0.136311,0.00681029,0.0112518,0.0802835,0.0870463,-0.0307517,0.0296977,0,0,1582.87,1674.92,2342.64,2434.28,1931.73,1599.6,1084.39,470.424,171.95,0,0,581.143,626.529,863.66,893.062,697.768,580.081,367.446,141.79,43.8878,0,0,102.513,5.46854,23.5284,55.6116,37.7744,56.0775,40.7304,20.366,20.2895,0,0,1286.55,1495.1,2057.43,2028.76,1501.44,1100.04,666.248,268.032,88.0633,0,0,584,lamotrigine,@53
144.211,1,2,2.66606,37.3,16.177,2.03024,-1.88211,10,9,10,10,9,6,1,0,0,0,0,0.292625,-0.150741,0.0443473,0.0194073,0.0384574,0.0853588,0.00404379,0,0,0,0,0.0381474,-0.0117604,-0.00731332,9.07504e-16,-1.72471e-15,8.1269e-16,1.404e-29,0,0,0,0,0.434491,-0.254599,0.0684903,0.0166847,0.0361698,0.099151,0.00404379,0,0,0,0,832.376,724.318,812.721,774.859,697.837,465.369,54.7502,0,0,0,0,158.941,99.3752,56.7984,0,0,0,0,0,0,0,0,34.556,0,16.9148,0,0,0,0,0,0,0,0,421.328,422.25,453.507,418.645,314.401,164.358,27.9512,0,0,0,0,585,Valproate,@54
390.513,3,5,2.55938,86.99,41.551,6.531,-3.76126,28,32,53,61,57,49,38,28,22,17,11,0.749485,-0.280898,0.129813,0.0357537,0.21406,0.0967286,0.175822,0.118168,0.17124,-0.019073,0.19865,0.0434137,-0.0142448,0.00369659,-0.0111586,-1.97492e-16,4.60745e-16,3.86115e-16,-1.08637e-17,-7.40925e-16,-6.95157e-16,1.28827e-15,0.897478,-0.378083,0.196965,-0.0274557,0.200475,0.0368642,0.185802,0.17626,0.174386,-0.0187839,0.189372,2114.64,2322.97,3713.87,4121.8,3929.81,3605.88,2900.62,2111.52,1681.95,1375.43,979.302,254.236,163.663,219.522,70.4568,49.0585,61.3981,70.5338,26.9679,10.8268,0,30.9026,67.7916,0,17.0147,0,10.8449,15.5687,27.4557,11.8522,10.8268,0,10.7289,2535.64,3237.06,5317.89,5873.67,5111.78,4060.06,2992.49,2115.5,1517.63,1029.23,560.006,2360,Gitoxigenin,@55
371.27,1,5,2.84369,50.8,34.824,4.0885,-3.54851,22,23,31,34,33,27,21,20,22,16,4,0.644769,-0.236983,0.0240071,-0.217996,0.428287,0.0474966,-0.104239,0.23074,0.0147047,0.0364904,0.000511952,0.0852344,-0.025388,-0.00303273,-0.0120758,0.0017835,-0.00390419,4.15069e-16,7.17684e-16,-1.77908e-16,-6.50226e-17,-9.4231e-17,0.781881,-0.371477,0.213529,-0.457195,0.504936,0.110334,-0.1242,0.24404,0.000172737,0.0354328,-0.00110952,1886.69,1950.53,2641.51,2995.87,2985.07,2431.47,1727.91,1561.04,1640.79,1141.01,270.793,413.318,394.427,544.213,626.382,495.671,176.264,20.1561,40.2865,18.0304,0,0,84.8544,0,11.4147,26.2731,78.4346,55.0308,0,14.714,7.59179,0,0,1539.69,1771.97,2408.06,2435.2,2113.06,1680.41,1409.13,1381.43,1325.33,790.954,152.265,128,Remoxipride,@56
221.323,1,3,-0.148571,40.54,22.702,3.48885,-1.18583,12,12,16,13,9,8,8,0,0,0,0,0.393297,-0.25389,0.125372,-0.0863937,0.208824,-0.193759,0.11934,0,0,0,0,0.331701,-0.0221737,-0.131786,-0.0718446,0.0944227,-0.0965211,0.062052,0,0,0,0,0.839573,-0.478964,0.202532,-0.186288,0.292137,-0.690101,0.55704,0,0,0,0,1224.46,1168.48,1504.8,1181.98,884.011,919.525,930.09,0,0,0,0,388.185,303.83,282.157,146.771,213.704,321.375,250.064,0,0,0,0,126.259,0,111.175,19.2172,63.143,0,101.34,0,0,0,0,1082.55,1211.67,1582.42,1145.58,652.19,456.606,331.591,0,0,0,0,2356,"3-(2,4-dithioxo-1,3-thiazolidin-3-yl)propanoic acid",@57
217.264,0,3,0.955202,29.54,23.223,5.69381,-1.91678,16,19,30,30,23,13,4,1,0,0,0,0.380638,-0.23308,0.0908936,0.085574,-0.07094,0.0933318,-0.00118793,0.00960797,0,0,0,0.0472177,-0.0160259,0.00597667,-0.011354,0.0066994,-0.00890505,-2.21875e-16,5.13811e-16,0,0,0,0.531883,-0.33729,0.157117,0.0217332,-0.0928548,0.128086,0.0050917,0.0166933,0,0,0,1334.02,1530.89,2381.54,2329.13,1843.16,1105.81,370.48,104.333,0,0,0,287.513,227.138,291.926,186.708,144.786,62.5795,0,0,0,0,0,38.4902,0,16.8089,8.46224,0,6.11184,0,0,0,0,0,1230.77,1558.79,2485.14,2354.1,1563.22,739.574,185.915,33.8924,0,0,0,2355,securinine,@58
177.243,1,2,2.1074,29.1,21.046,3.77569,-2.08293,13,13,16,16,13,10,6,3,1,0,0,0.225986,-0.0463347,-0.0637787,0.0914293,0.0422693,0.0669517,0.0259694,0.00619984,0.00308161,0,0,0.0123785,-0.00629491,0.00344205,-0.00269595,0.000670428,-0.00131088,4.99902e-17,-6.09833e-18,1.32321e-17,0,0,0.304198,-0.0839802,-0.0894457,0.120008,0.0395067,0.0726995,0.0194744,0.00608376,0.00233542,0,0,1033.24,1013.03,1273.72,1315.39,1028.33,744.812,388.898,189.789,61.9859,0,0,313.157,280.063,320.866,291.31,155.001,69.9888,9.28443,0,0,0,0,19.5036,0,0,6.6628,0,0,0,0,0,0,0,747.58,810.638,989.361,919.099,686.51,496.441,282.428,124.692,37.1176,0,0,381,2-ethylamino-1-phenyl-propan-1-one,@59
